# tau [ps];  F2NO4S2 [ps*S/m];  F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2 [ps*S/m];  C4H10O2-var [ps^2*S^2/m^2];  Li [ps*S/m];  Li-var [ps^2*S^2/m^2];  F2NO4S2/F2NO4S2 [ps*S/m];  F2NO4S2/F2NO4S2-var [ps^2*S^2/m^2];  C4H10O2/C4H10O2 [ps*S/m];  C4H10O2/C4H10O2-var [ps^2*S^2/m^2];  Li/Li [ps*S/m];  Li/Li-var [ps^2*S^2/m^2];  F2NO4S2/C4H10O2 [ps*S/m];  F2NO4S2/C4H10O2-var [ps^2*S^2/m^2];  F2NO4S2/Li [ps*S/m];  F2NO4S2/Li-var [ps^2*S^2/m^2];  C4H10O2/Li [ps*S/m];  C4H10O2/Li-var [ps^2*S^2/m^2];  total [ps*S/m];  total-var [ps^2*S^2/m^2]
10740.000000;  5894.127844;  67.376007;  819.911457;  0.141708;  17378.029411;  679.575806;  319.073817;  6149.954932;  -607.866453;  7.282983;  -3490.582764;  33613.675037;  -2294.800361;  905.785096;  -9514.413002;  46851.925539;  1836.246438;  1620.230245;  10339.726388;  17366.822130
10770.000000;  5910.645252;  67.756709;  822.187626;  0.142292;  17425.547874;  681.685954;  321.485231;  6176.501834;  -609.490716;  7.314163;  -3499.315488;  33890.043409;  -2301.824342;  909.654490;  -9551.873600;  47084.270906;  1843.353325;  1628.407684;  10360.715162;  17516.921515
10800.000000;  5927.134594;  68.140156;  824.465016;  0.142889;  17473.158161;  683.988361;  324.437627;  6201.329206;  -611.098730;  7.342868;  -3508.411842;  34151.025029;  -2309.037696;  913.259890;  -9590.102123;  47309.881022;  1850.597651;  1636.335074;  10381.142659;  17667.014161
10830.000000;  5943.626533;  68.527224;  826.744213;  0.143492;  17520.681900;  686.253425;  327.062215;  6221.809901;  -612.718167;  7.366647;  -3517.871837;  34415.291264;  -2316.139064;  916.280321;  -9629.935211;  47530.396058;  1858.130065;  1644.097495;  10399.580647;  17819.822454
10860.000000;  5960.118012;  68.910231;  829.022987;  0.144004;  17568.048144;  688.643831;  330.040092;  6243.789484;  -614.325238;  7.393168;  -3526.402081;  34678.433590;  -2323.370214;  919.536696;  -9670.170612;  47760.223188;  1865.741554;  1652.137001;  10418.702644;  17987.554422
10890.000000;  5976.713342;  69.333678;  831.303325;  0.144548;  17615.472800;  690.788421;  332.930651;  6268.895292;  -615.933616;  7.422951;  -3535.999805;  34954.912749;  -2330.605864;  923.203645;  -9710.016020;  48007.080433;  1873.274375;  1660.804180;  10437.139189;  18149.579673
10920.000000;  5993.310242;  69.747237;  833.584343;  0.145089;  17662.889203;  693.115188;  335.886428;  6294.689110;  -617.540737;  7.453636;  -3545.316631;  35225.447809;  -2337.864286;  926.994512;  -9749.473234;  48254.894350;  1880.738765;  1669.514758;  10456.214094;  18293.833232
10950.000000;  6009.900542;  70.170282;  835.864793;  0.145614;  17710.199693;  695.582341;  339.018756;  6320.054190;  -619.140755;  7.483282;  -3554.475801;  35493.585621;  -2345.189551;  930.772980;  -9790.244354;  48491.543848;  1888.442307;  1677.898830;  10474.375631;  18405.901075
10980.000000;  6026.486161;  70.599738;  838.144597;  0.146142;  17757.483138;  698.202690;  342.272601;  6346.817715;  -620.735070;  7.514174;  -3564.142841;  35762.272685;  -2352.563916;  934.686490;  -9832.732792;  48727.133489;  1896.453770;  1686.282130;  10490.665648;  18495.843738
11010.000000;  6043.040294;  71.018539;  840.422664;  0.146655;  17804.641654;  700.981178;  345.479815;  6374.924521;  -622.329995;  7.546269;  -3573.019929;  36013.354141;  -2359.911122;  938.781395;  -9875.539768;  48980.294591;  1904.528257;  1695.233130;  10507.311870;  18581.124080
11040.000000;  6059.667618;  71.468522;  842.700421;  0.147154;  17851.887134;  703.777557;  348.135305;  6402.872839;  -623.941594;  7.579755;  -3584.818665;  36233.937829;  -2367.078138;  942.926044;  -9916.721854;  49235.020656;  1912.285566;  1704.199707;  10522.115794;  18651.894761
11070.000000;  6076.244480;  71.947174;  844.978343;  0.147710;  17899.190475;  706.487444;  349.913912;  6429.644731;  -625.585246;  7.611382;  -3597.396060;  36447.230079;  -2373.901211;  946.885478;  -9956.112958;  49476.090870;  1919.711861;  1712.688981;  10537.043596;  18720.328468
11100.000000;  6092.788103;  72.446069;  847.257362;  0.148275;  17946.320792;  709.233544;  351.793667;  6453.988449;  -627.228036;  7.640045;  -3609.964385;  36648.707933;  -2380.747423;  950.514182;  -9995.105494;  49701.013669;  1927.064463;  1720.629332;  10552.179050;  18778.948662
11130.000000;  6109.396614;  72.943943;  849.538279;  0.148842;  17993.347021;  712.096988;  353.692638;  6479.364922;  -628.870233;  7.669678;  -3622.465321;  36856.089924;  -2387.622627;  954.270399;  -10033.690805;  49929.302613;  1934.342785;  1728.703768;  10567.668351;  18832.812269
11160.000000;  6125.969748;  73.436980;  851.818766;  0.149460;  18040.259460;  714.941824;  355.120422;  6503.392277;  -630.529187;  7.697521;  -3636.762691;  37093.962046;  -2394.311358;  957.797496;  -10071.661783;  50159.383814;  1941.494706;  1736.866338;  10581.398083;  18914.722999
11190.000000;  6142.505394;  73.950386;  854.097706;  0.150061;  18087.009168;  717.622866;  356.694503;  6530.392872;  -632.182727;  7.728591;  -3650.939407;  37328.262538;  -2401.041142;  961.740220;  -10110.023023;  50377.077097;  1948.717217;  1744.626659;  10594.837689;  18978.573261
11220.000000;  6159.044828;  74.460698;  856.379135;  0.150681;  18133.843397;  720.277286;  358.459186;  6558.639410;  -633.832418;  7.760932;  -3665.307695;  37559.030734;  -2407.841141;  965.842512;  -10148.272865;  50602.123654;  1955.918659;  1752.657553;  10608.391084;  19025.572542
11250.000000;  6175.639652;  74.969743;  858.660325;  0.151296;  18180.471540;  723.056539;  360.275910;  6587.931431;  -635.478753;  7.795407;  -3679.029025;  37817.712050;  -2414.677775;  970.097321;  -10185.899612;  50802.062817;  1963.010285;  1759.857174;  10622.972546;  19080.053945
11280.000000;  6192.221506;  75.511144;  860.944646;  0.151906;  18227.208920;  725.600032;  361.855207;  6623.103119;  -637.136950;  7.836671;  -3693.394927;  38072.371278;  -2421.420914;  975.191775;  -10222.881023;  51014.157707;  1969.980508;  1767.470879;  10637.376974;  19142.660922
11310.000000;  6208.813084;  76.062854;  863.229231;  0.152577;  18273.953366;  727.999987;  363.846063;  6657.150024;  -638.782341;  7.875867;  -3706.417907;  38323.973298;  -2428.312415;  980.102558;  -10258.635716;  51240.427308;  1976.738258;  1775.517914;  10654.431626;  19231.142386
11340.000000;  6225.434429;  76.607989;  865.513835;  0.153208;  18320.664492;  730.483831;  365.560710;  6687.600228;  -640.436470;  7.910560;  -3721.833331;  38574.367855;  -2435.111345;  984.450947;  -10293.612257;  51467.746291;  1983.335856;  1783.596682;  10669.515920;  19326.022162
11370.000000;  6242.046502;  77.131456;  867.798417;  0.153798;  18367.308801;  733.022313;  367.516802;  6721.055463;  -642.082733;  7.947825;  -3737.589603;  38796.864314;  -2441.995669;  989.131289;  -10328.852115;  51674.870688;  1989.978149;  1790.954735;  10684.128551;  19407.465881
11400.000000;  6258.622060;  77.700036;  870.080687;  0.154383;  18413.749911;  735.418307;  369.420482;  6753.704628;  -643.730223;  7.983621;  -3752.620227;  39021.292753;  -2448.844315;  993.757298;  -10363.222490;  51896.506881;  1996.466487;  1798.794371;  10699.922371;  19495.402976
11430.000000;  6275.186464;  78.264503;  872.360712;  0.154981;  18460.134257;  737.891306;  371.422784;  6785.856159;  -645.370860;  8.018511;  -3766.541056;  39242.408386;  -2455.734126;  998.306798;  -10400.018654;  52109.420343;  2003.403759;  1806.331788;  10714.843281;  19578.875424
11460.000000;  6291.755543;  78.833822;  874.637696;  0.155574;  18506.396029;  740.242625;  373.123594;  6816.832293;  -647.018299;  8.051488;  -3779.532849;  39478.635089;  -2462.515775;  1002.700991;  -10436.739694;  52302.914703;  2010.333616;  1813.193074;  10730.439861;  19681.061769
11490.000000;  6308.299607;  79.360996;  876.911734;  0.156105;  18552.527799;  742.387066;  375.749739;  6848.715706;  -648.632588;  8.085168;  -3792.960854;  39706.206836;  -2469.627280;  1007.237467;  -10474.148170;  52488.476694;  2017.384010;  1819.760294;  10745.503997;  19771.373212
11520.000000;  6324.790065;  79.917895;  879.187468;  0.156675;  18598.710742;  744.924992;  379.166530;  6883.498991;  -650.224537;  8.122581;  -3805.308363;  39950.716619;  -2477.004898;  1012.164246;  -10511.105387;  52704.742796;  2024.361154;  1827.403011;  10762.572774;  19867.854966
11550.000000;  6341.317466;  80.493852;  881.464436;  0.157288;  18644.942505;  747.537966;  383.129902;  6916.127359;  -651.798224;  8.156863;  -3817.061646;  40200.610073;  -2484.595793;  1016.828299;  -10548.375909;  52919.889755;  2031.400201;  1835.006612;  10780.422939;  19971.448204
11580.000000;  6357.904679;  81.046348;  883.741540;  0.157889;  18691.322768;  750.132066;  386.900137;  6951.834872;  -653.375835;  8.194024;  -3827.826334;  40434.027235;  -2492.141514;  1021.885017;  -10586.494907;  53131.300525;  2038.602218;  1842.394126;  10798.632752;  20105.858257
11610.000000;  6374.479160;  81.664040;  886.019864;  0.158491;  18737.692333;  752.897565;  391.198765;  6987.680126;  -654.937528;  8.232075;  -3838.197569;  40682.435934;  -2499.875215;  1027.008028;  -10624.763068;  53364.680475;  2045.834298;  1850.534896;  10817.451039;  20252.824175
11640.000000;  6391.042499;  82.261977;  888.303208;  0.159093;  18784.152986;  755.470909;  395.805142;  7021.038064;  -656.494003;  8.267085;  -3847.419371;  40929.259384;  -2507.719066;  1031.699642;  -10663.640589;  53596.256888;  2053.186696;  1858.625803;  10837.217502;  20397.991443
11670.000000;  6407.580267;  82.876667;  890.586241;  0.159696;  18830.487215;  757.917468;  400.229797;  7051.622754;  -658.057529;  8.298922;  -3857.949510;  41156.177182;  -2515.484845;  1036.000119;  -10701.810380;  53795.778809;  2060.399400;  1865.604907;  10855.980655;  20532.139618
11700.000000;  6424.151811;  83.495024;  892.866809;  0.160369;  18876.979001;  760.504668;  404.993162;  7085.874812;  -659.605691;  8.335087;  -3869.596666;  41378.052708;  -2523.389374;  1040.754344;  -10740.854385;  53995.682687;  2067.763540;  1872.622886;  10873.308207;  20645.949854
11730.000000;  6440.715536;  84.104751;  895.146383;  0.161014;  18923.609707;  763.142966;  409.017752;  7120.093358;  -661.178256;  8.371322;  -3881.006405;  41581.690171;  -2531.018445;  1045.514250;  -10778.830233;  54199.323895;  2074.936493;  1879.732363;  10891.392533;  20769.269274
11760.000000;  6457.367534;  84.739779;  897.427607;  0.161609;  18970.159447;  765.892085;  413.313442;  7157.296821;  -662.740901;  8.412360;  -3892.663398;  41776.607833;  -2538.776520;  1050.746785;  -10816.392268;  54391.067436;  2082.031714;  1886.406729;  10909.726659;  20904.210205
11790.000000;  6474.017479;  85.363879;  899.708556;  0.162197;  19016.662227;  768.530609;  417.081990;  7191.630340;  -664.320922;  8.450130;  -3904.398365;  41955.816283;  -2546.341301;  1055.601292;  -10853.702764;  54557.981444;  2089.080262;  1892.220906;  10927.787164;  21032.378664
11820.000000;  6490.594698;  85.961196;  901.987000;  0.162717;  19063.330028;  771.058788;  421.026072;  7222.408947;  -665.895277;  8.483206;  -3916.334885;  42111.657561;  -2553.942161;  1059.997996;  -10890.681176;  54729.556323;  2096.068184;  1898.159055;  10946.152482;  21158.035880
11850.000000;  6507.255979;  86.545040;  904.268267;  0.163219;  19110.068718;  773.466789;  424.882175;  7251.347483;  -667.472808;  8.514027;  -3928.879192;  42288.481225;  -2561.540416;  1064.157353;  -10927.353734;  54895.118759;  2102.996378;  1903.901538;  10964.225366;  21298.676835
11880.000000;  6523.955180;  87.117589;  906.550481;  0.163728;  19156.757945;  775.856594;  427.381815;  7272.553416;  -669.095890;  8.536836;  -3942.215355;  42487.938782;  -2568.653680;  1067.288834;  -10962.525638;  55053.050812;  2109.645381;  1909.389894;  10981.800239;  21459.843247
11910.000000;  6540.662548;  87.680680;  908.831052;  0.164331;  19203.518960;  778.333601;  430.164595;  7292.573386;  -670.707101;  8.557853;  -3953.870047;  42697.280282;  -2575.876020;  1070.275249;  -10998.527286;  55197.845639;  2116.458713;  1914.482900;  11000.655415;  21604.560208
11940.000000;  6557.311465;  88.234034;  911.110846;  0.165003;  19250.426670;  780.368848;  433.299638;  7309.680362;  -672.307874;  8.575967;  -3964.911679;  42943.553743;  -2583.204845;  1072.906183;  -11034.453410;  55351.698528;  2123.264195;  1919.886702;  11020.535006;  21791.220641
11970.000000;  6573.956879;  88.780807;  913.392550;  0.165695;  19297.284625;  782.576409;  435.998642;  7325.199320;  -673.924594;  8.591675;  -3976.319363;  43163.764076;  -2590.376597;  1075.289344;  -11071.069235;  55500.223680;  2130.191790;  1925.089203;  11039.134697;  21964.829782
12000.000000;  6590.521336;  89.277559;  915.675666;  0.166237;  19344.187670;  784.760322;  438.431941;  7339.055522;  -675.554636;  8.605104;  -3986.320759;  43362.509495;  -2597.419683;  1077.493610;  -11106.991524;  55639.143044;  2137.004582;  1929.964969;  11059.534590;  22110.980938
12030.000000;  6607.127758;  89.772361;  917.956288;  0.166806;  19391.098633;  787.339959;  440.633823;  7354.133380;  -677.189047;  8.620669;  -3996.833054;  43522.285487;  -2604.390624;  1079.868394;  -11142.061489;  55756.997533;  2143.658607;  1934.092191;  11080.000896;  22226.808982
12060.000000;  6623.769735;  90.287565;  920.238333;  0.167390;  19437.991137;  789.922150;  442.647656;  7371.704896;  -678.830210;  8.639890;  -4006.489602;  43689.406899;  -2611.304461;  1082.584434;  -11176.696001;  55887.035277;  2150.239980;  1938.647302;  11101.566567;  22352.235703
12090.000000;  6640.412995;  90.790901;  922.517627;  0.167992;  19484.664372;  792.445047;  444.535385;  7389.060051;  -680.472232;  8.658475;  -4016.253845;  43856.058728;  -2618.175773;  1085.232843;  -11212.064878;  56020.868972;  2156.952267;  1943.319755;  11122.115917;  22474.351452
12120.000000;  6657.056306;  91.258681;  924.797269;  0.168576;  19531.316572;  795.080043;  446.227703;  7409.946919;  -682.120713;  8.680633;  -4024.527926;  44029.646382;  -2624.977835;  1088.355216;  -11247.885587;  56145.337070;  2163.758016;  1947.689949;  11143.643805;  22595.305578
12150.000000;  6673.743957;  91.715274;  927.074694;  0.169184;  19578.002371;  797.801086;  447.237814;  7430.783104;  -683.788464;  8.701972;  -4034.489013;  44152.613180;  -2631.545879;  1091.380988;  -11283.136757;  56254.793407;  2170.447489;  1951.495338;  11163.546213;  22692.569040
12180.000000;  6690.382264;  92.173129;  929.351891;  0.169828;  19624.676923;  800.644577;  448.093970;  7448.281895;  -685.461403;  8.719400;  -4043.714352;  44304.468870;  -2638.047111;  1093.944287;  -11320.217138;  56366.002764;  2177.474953;  1955.404117;  11182.539998;  22788.355213
12210.000000;  6707.059347;  92.628804;  931.626867;  0.170453;  19671.474687;  803.364591;  448.776328;  7462.961216;  -687.135914;  8.732916;  -4051.995232;  44455.853788;  -2644.502850;  1096.148879;  -11358.223291;  56501.654885;  2184.678895;  1960.151380;  11201.758836;  22883.077391
12240.000000;  6723.770813;  93.136703;  933.899602;  0.171139;  19718.237681;  806.015806;  449.240447;  7477.442764;  -688.814195;  8.747017;  -4059.573181;  44599.488199;  -2650.892047;  1098.328113;  -11396.300270;  56647.601906;  2191.900872;  1965.279563;  11221.469723;  22963.056823
12270.000000;  6740.450694;  93.659376;  936.174030;  0.171849;  19765.001998;  808.697161;  450.177665;  7492.371950;  -690.480194;  8.762226;  -4067.924751;  44725.119815;  -2657.438438;  1100.618788;  -11433.533452;  56792.724278;  2198.963551;  1970.351855;  11241.391103;  23039.636726
12300.000000;  6757.236293;  94.205457;  938.452244;  0.172670;  19811.967576;  811.178424;  452.034210;  7509.177411;  -692.115687;  8.779705;  -4075.304280;  44858.875471;  -2664.359719;  1103.209483;  -11471.378520;  56929.646466;  2206.146488;  1975.147550;  11262.678604;  23121.003185
12330.000000;  6774.059195;  94.751684;  940.729087;  0.173470;  19858.900926;  813.770512;  454.576927;  7528.783471;  -693.725246;  8.800924;  -4082.280047;  44959.824544;  -2671.547602;  1106.246237;  -11510.173972;  57045.789253;  2213.504993;  1979.186433;  11284.044261;  23184.758092
12360.000000;  6790.884844;  95.310593;  943.007705;  0.174282;  19905.906527;  816.533262;  457.173033;  7543.175236;  -695.334152;  8.815245;  -4089.350263;  45068.643426;  -2678.759056;  1108.525654;  -11549.789671;  57162.601597;  2221.012375;  1983.265761;  11304.751342;  23242.073278
12390.000000;  6807.781174;  95.879210;  945.287652;  0.175095;  19952.818412;  819.370828;  459.827256;  7556.386455;  -696.940812;  8.828875;  -4097.284939;  45163.000930;  -2686.013660;  1110.696340;  -11588.458871;  57282.946146;  2228.340359;  1987.453857;  11325.356570;  23293.644429
12420.000000;  6824.580481;  96.437691;  947.570282;  0.175933;  19999.879233;  822.621043;  463.091890;  7571.411922;  -698.531124;  8.843786;  -4105.379461;  45266.280656;  -2693.466294;  1113.091167;  -11630.090607;  57403.946150;  2236.206585;  1991.662978;  11343.860987;  23348.976492
12450.000000;  6841.366836;  96.987340;  949.854521;  0.176792;  20046.974052;  825.530819;  466.749980;  7583.521214;  -700.110954;  8.855496;  -4112.551772;  45356.146200;  -2701.054524;  1115.071659;  -11671.027388;  57496.299706;  2243.953923;  1994.860248;  11364.154674;  23410.629277
12480.000000;  6858.175243;  97.556924;  952.139241;  0.177657;  20094.038598;  828.196613;  470.319278;  7599.063378;  -701.692633;  8.870004;  -4119.746115;  45457.072178;  -2708.623107;  1117.454189;  -11713.156082;  57558.241463;  2251.917441;  1997.048425;  11383.371865;  23462.031329
12510.000000;  6875.054061;  98.127276;  954.424149;  0.178530;  20141.125742;  830.780127;  473.915872;  7610.321830;  -703.271288;  8.880263;  -4126.900770;  45553.175576;  -2716.227106;  1119.276565;  -11755.260541;  57603.073192;  2259.877037;  1998.658712;  11402.737156;  23507.516109
12540.000000;  6891.998572;  98.717206;  956.711370;  0.179454;  20188.371067;  833.538722;  477.315285;  7624.686483;  -704.857960;  8.895271;  -4133.488955;  45652.107854;  -2723.775769;  1121.542585;  -11795.412088;  57646.623260;  2267.487369;  2000.184765;  11424.348890;  23569.980152
12570.000000;  6908.848880;  99.371899;  958.998823;  0.180303;  20235.508127;  836.248039;  480.309617;  7640.407028;  -706.460939;  8.912926;  -4138.266703;  45750.764883;  -2731.145107;  1124.090376;  -11836.113573;  57675.520881;  2275.210790;  2001.145672;  11446.889914;  23662.933342
