time;anion_self;anion_self_std;cation_self;cation_self_std;anion_cross;anion_cross_std;cation_cross;cation_cross_std;anion_cation;anion_cation_std;total_eh;total_eh_std
   1056.00000000;    330.20063300;      2.64204845;    517.85990940;      2.24830896;   -273.85591940;      6.28041062;   -160.06242980;     36.46792145;    283.97180440;     28.71173707;    698.11399720;     70.58472241
   1057.00000000;    330.45248400;      2.64364303;    518.28464000;      2.25005558;   -274.06134580;      6.28314161;   -160.19235420;     36.47516762;    284.20578180;     28.71755308;    698.68920540;     70.59902165
   1058.00000000;    330.70428080;      2.64704988;    518.70807520;      2.25151633;   -274.26479460;      6.28851848;   -160.30877700;     36.50391176;    284.44944820;     28.74026347;    699.28823220;     70.65485126
   1059.00000000;    330.95717060;      2.65542004;    519.13070560;      2.25678877;   -274.47016860;      6.29809769;   -160.42967160;     36.52936713;    284.68892500;     28.75887317;    699.87696140;     70.70060018
   1060.00000000;    331.21121280;      2.66321188;    519.55567660;      2.26474108;   -274.67913180;      6.30672055;   -160.56838360;     36.55019971;    284.91611900;     28.77337001;    700.43549320;     70.73623859
   1061.00000000;    331.46506740;      2.66747252;    519.98071380;      2.26976764;   -274.88913960;      6.31353676;   -160.71498680;     36.56210370;    285.13710320;     28.78106882;    700.97875800;     70.75516330
   1062.00000000;    331.71632460;      2.67284387;    520.40461180;      2.27385832;   -275.09295340;      6.32181819;   -160.83761420;     36.58053256;    285.37621220;     28.79302287;    701.56658120;     70.78455176
   1063.00000000;    331.96954680;      2.67480428;    520.82553360;      2.27544262;   -275.29930580;      6.32603506;   -160.96091240;     36.58610703;    285.61242760;     28.79517181;    702.14728960;     70.78983316
   1064.00000000;    332.22048060;      2.67385428;    521.24747340;      2.27699129;   -275.50206560;      6.32919102;   -161.07693260;     36.59611731;    285.85522300;     28.80143670;    702.74417880;     70.80523566
   1065.00000000;    332.47119400;      2.67651331;    521.67118460;      2.27808777;   -275.70689420;      6.32846544;   -161.20926860;     36.58309321;    286.08647880;     28.78963671;    703.31269500;     70.77622678
   1066.00000000;    332.72237140;      2.68052839;    522.09342500;      2.28286890;   -275.90663740;      6.32912968;   -161.30489420;     36.56030418;    286.34570140;     28.76864646;    703.94996620;     70.72462499
   1067.00000000;    332.97364560;      2.68437281;    522.51629180;      2.28617029;   -276.11207660;      6.33590579;   -161.43670520;     36.56805627;    286.57670380;     28.77175790;    704.51785900;     70.73227349
   1068.00000000;    333.22562160;      2.69023896;    522.94039360;      2.29015792;   -276.31785560;      6.34453385;   -161.56744760;     36.58819152;    286.80953240;     28.78467890;    705.09024460;     70.76403777
   1069.00000000;    333.47698260;      2.69477297;    523.36334240;      2.29425893;   -276.52089600;      6.34972593;   -161.68355900;     36.60286169;    287.05306160;     28.79642300;    705.68893200;     70.79290957
   1070.00000000;    333.72968880;      2.69801990;    523.78523040;      2.29774226;   -276.72856060;      6.35418194;   -161.81941840;     36.61100451;    287.28006960;     28.80275916;    706.24700960;     70.80848272
   1071.00000000;    333.97937540;      2.70141974;    524.20553180;      2.30161257;   -276.93311360;      6.35638411;   -161.95311680;     36.59548632;    287.50753760;     28.78872756;    706.80621440;     70.77398832
   1072.00000000;    334.22994320;      2.70322363;    524.62947080;      2.30414430;   -277.13767940;      6.35914383;   -162.08493600;     36.60032361;    287.73938280;     28.79053657;    707.37618100;     70.77843487
   1073.00000000;    334.48151680;      2.70734874;    525.05318800;      2.30683837;   -277.34247360;      6.36189992;   -162.21159640;     36.59802427;    287.97514760;     28.78868509;    707.95578240;     70.77388411
   1074.00000000;    334.73546840;      2.70858732;    525.47752260;      2.30737505;   -277.55055440;      6.36915970;   -162.34464440;     36.61498179;    288.20633240;     28.79921760;    708.52412500;     70.79977859
   1075.00000000;    334.98607300;      2.71297870;    525.89853900;      2.30937816;   -277.75429780;      6.37432906;   -162.46808600;     36.61057828;    288.44250660;     28.79125343;    709.10473520;     70.78019998
   1076.00000000;    335.23673500;      2.71366166;    526.32097920;      2.31001931;   -277.95951580;      6.37752695;   -162.60195160;     36.60454493;    288.67154000;     28.78495963;    709.66778700;     70.76472817
   1077.00000000;    335.48594480;      2.71567372;    526.74092920;      2.31088028;   -278.16109460;      6.37937417;   -162.71943560;     36.60021649;    288.91159620;     28.78193170;    710.25794000;     70.75728416
   1078.00000000;    335.73741620;      2.71935274;    527.16320980;      2.31429458;   -278.36641180;      6.37975805;   -162.84863300;     36.59545705;    289.14420660;     28.77946913;    710.82978780;     70.75122943
   1079.00000000;    335.98935960;      2.72051162;    527.58773740;      2.31505242;   -278.56940740;      6.38297360;   -162.96233140;     36.59827292;    289.39090100;     28.78001638;    711.43625920;     70.75257452
   1080.00000000;    336.24170820;      2.71877917;    528.01166160;      2.31519740;   -278.77590740;      6.38598559;   -163.09511360;     36.60330734;    289.62197200;     28.78163616;    712.00432060;     70.75655609
   1081.00000000;    336.49419980;      2.72022292;    528.43535500;      2.31695219;   -278.98032120;      6.38932947;   -163.21350640;     36.61678034;    289.86427920;     28.79150760;    712.60000640;     70.78082631
   1082.00000000;    336.74516620;      2.72406477;    528.85795720;      2.31979066;   -279.18293760;      6.39031826;   -163.32907860;     36.61498717;    290.10795840;     28.79057493;    713.19906580;     70.77853160
   1083.00000000;    336.99676640;      2.73040031;    529.28210460;      2.32403254;   -279.38643560;      6.40022836;   -163.44776960;     36.65100787;    290.35038880;     28.81805547;    713.79505420;     70.84608831
   1084.00000000;    337.24776200;      2.73388080;    529.70573780;      2.32676132;   -279.58455180;      6.39945178;   -163.53561280;     36.64094275;    290.61689440;     28.80982957;    714.45022940;     70.82586775
   1085.00000000;    337.50054260;      2.73453634;    530.12843840;      2.33134456;   -279.78996500;      6.40209342;   -163.65752240;     36.64874341;    290.85562180;     28.81520796;    715.03711560;     70.83908986
   1086.00000000;    337.75357740;      2.73606350;    530.55348300;      2.33256034;   -279.99355900;      6.40474566;   -163.76861080;     36.63816310;    291.10479920;     28.80484270;    715.64969040;     70.81360847
   1087.00000000;    338.00600360;      2.73844034;    530.97715360;      2.33547325;   -280.19528260;      6.40993093;   -163.87031420;     36.66380929;    291.36033380;     28.82562397;    716.27789400;     70.86469919
   1088.00000000;    338.25843300;      2.73899639;    531.40068580;      2.33579306;   -280.39871000;      6.41358619;   -163.98267780;     36.66926999;    291.60729840;     28.82830716;    716.88502940;     70.87129612
   1089.00000000;    338.50958380;      2.73881129;    531.82265620;      2.33517650;   -280.59746700;      6.41475574;   -164.07194160;     36.65488549;    291.87135720;     28.81563240;    717.53418920;     70.84013605
   1090.00000000;    338.75961320;      2.73879580;    532.24407540;      2.33696079;   -280.79846260;      6.41435232;   -164.18198440;     36.62569051;    292.11848460;     28.79116661;    718.14172640;     70.77999246
   1091.00000000;    339.01132800;      2.74058171;    532.66571220;      2.33720736;   -281.00229840;      6.41526379;   -164.29958140;     36.62450009;    292.35979040;     28.79178051;    718.73495040;     70.78150214
   1092.00000000;    339.26354940;      2.74117770;    533.08929480;      2.33820500;   -281.21122380;      6.41906049;   -164.44822620;     36.64326146;    292.57799800;     28.80508071;    719.27139200;     70.81420228
   1093.00000000;    339.51545540;      2.74166675;    533.51464020;      2.33685955;   -281.41535520;      6.42454173;   -164.57019020;     36.64678017;    292.81878020;     28.80656621;    719.86333040;     70.81785371
   1094.00000000;    339.77069360;      2.74363813;    533.94019520;      2.33769692;   -281.62268140;      6.43313873;   -164.69150140;     36.66634469;    293.06024900;     28.82027830;    720.45695440;     70.85156283
   1095.00000000;    340.02556140;      2.74694030;    534.36622480;      2.34266575;   -281.83095980;      6.43903813;   -164.82167840;     36.68262891;    293.29505640;     28.83094169;    721.03420440;     70.87777756
   1096.00000000;    340.27890980;      2.75267976;    534.79155680;      2.34794811;   -282.03849860;      6.44545811;   -164.95610840;     36.69762824;    293.52593440;     28.84098033;    721.60179380;     70.90245614
   1097.00000000;    340.52978520;      2.75658917;    535.21567000;      2.35073963;   -282.24421700;      6.44874477;   -165.09346660;     36.71032029;    293.75352200;     28.84980591;    722.16129340;     70.92415393
   1098.00000000;    340.78135340;      2.75868340;    535.63859620;      2.35417907;   -282.44734140;      6.45218137;   -165.20877000;     36.72797365;    293.99767240;     28.86384734;    722.76151020;     70.95867230
   1099.00000000;    341.03301280;      2.75999300;    536.06108520;      2.35735063;   -282.64858300;      6.45767762;   -165.31109420;     36.74588874;    294.25177500;     28.87781091;    723.38619620;     70.99300034
   1100.00000000;    341.28176000;      2.76190700;    536.48044800;      2.36124799;   -282.84732980;      6.46256800;   -165.41294760;     36.76000428;    294.50377160;     28.88762848;    724.00570160;     71.01713640
   1101.00000000;    341.52936260;      2.76436368;    536.89917120;      2.36395686;   -283.05235320;      6.46785831;   -165.56128760;     36.77376533;    294.71836620;     28.89767754;    724.53325880;     71.04184134
   1102.00000000;    341.77836060;      2.76625011;    537.31967780;      2.36664361;   -283.25406100;      6.47119597;   -165.68149540;     36.76685212;    294.95670400;     28.89018390;    725.11918600;     71.02341975
