ionicity,ionicity_err,t_mm_ideal,t_mm_ideal_err,t_pp_ideal,t_pp_ideal_err,t_mm,t_mm_err,t_pp,t_pp_err
      0.89442658,      0.00024348,      0.37166153,      0.00008857,      0.62809019,      0.00010320,      0.28402935,      0.00007335,      0.71608200,      0.00018550
