# tau / ps;  MSD / pm^2;  Derivative
248.000000; 5271879.889409; 22029.535963
249.000000; 5293909.425372; 22051.318693
250.000000; 5315960.744065; 22000.725163
251.000000; 5337961.469229; 21990.906688
252.000000; 5359952.375917; 21926.261031
253.000000; 5381878.636947; 21941.947258
254.000000; 5403820.584205; 21938.634198
255.000000; 5425759.218403; 22054.673379
256.000000; 5447813.891783; 22049.326374
257.000000; 5469863.218157; 21954.395016
258.000000; 5491817.613173; 22010.614053
259.000000; 5513828.227226; 21966.267376
260.000000; 5535794.494602; 21955.187601
261.000000; 5557749.682203; 21929.923627
262.000000; 5579679.605830; 21988.107491
263.000000; 5601667.713321; 22016.346386
264.000000; 5623684.059707; 22095.365630
265.000000; 5645779.425337; 22097.319209
266.000000; 5667876.744546; 22048.655325
267.000000; 5689925.399871; 21887.371553
268.000000; 5711812.771424; 22013.253005
269.000000; 5733826.024429; 22097.424814
270.000000; 5755923.449242; 22113.632385
271.000000; 5778037.081628; 22177.889921
272.000000; 5800214.971548; 22195.726241
273.000000; 5822410.697789; 22133.095451
274.000000; 5844543.793241; 22168.004369
275.000000; 5866711.797610; 22143.129436
276.000000; 5888854.927046; 22097.862430
277.000000; 5910952.789476; 22056.323027
278.000000; 5933009.112503; 22108.711881
279.000000; 5955117.824384; 22220.999875
280.000000; 5977338.824259; 22314.195476
281.000000; 5999653.019735; 22335.492257
282.000000; 6021988.511992; 22312.294228
283.000000; 6044300.806220; 22411.272975
284.000000; 6066712.079195; 22355.590717
285.000000; 6089067.669911; 22345.484762
286.000000; 6111413.154673; 22323.657451
287.000000; 6133736.812124; 22365.062154
288.000000; 6156101.874278; 22419.921216
289.000000; 6178521.795494; 22446.229065
290.000000; 6200968.024559; 22495.064155
291.000000; 6223463.088713; 22440.657334
292.000000; 6245903.746047; 22404.663128
293.000000; 6268308.409176; 22357.438205
294.000000; 6290665.847380; 22475.547828
295.000000; 6313141.395208; 22367.356906
296.000000; 6335508.752114; 22394.780784
297.000000; 6357903.532898; 22547.346304
298.000000; 6380450.879202; 22597.216583
299.000000; 6403048.095786; 22541.357321
300.000000; 6425589.453107; 22538.183803
301.000000; 6448127.636910; 22611.758236
302.000000; 6470739.395146; 22610.412393
303.000000; 6493349.807539; 22571.791558
304.000000; 6515921.599097; 22575.653879
305.000000; 6538497.252976; 22602.702196
306.000000; 6561099.955172; 22635.410388
307.000000; 6583735.365560; 22669.832869
308.000000; 6606405.198429; 22793.789588
309.000000; 6629198.988016; 22709.616140
310.000000; 6651908.604157; 22771.128759
311.000000; 6674679.732916; 22825.870064
312.000000; 6697505.602980; 22767.241250
313.000000; 6720272.844230; 22735.508087
314.000000; 6743008.352316; 22720.018061
315.000000; 6765728.370377; 22609.481526
316.000000; 6788337.851904; 22687.287438
317.000000; 6811025.139341; 22658.112634
318.000000; 6833683.251976; 22548.538296
319.000000; 6856231.790272; 22590.475795
320.000000; 6878822.266067; 22595.035048
321.000000; 6901417.301114; 22626.830184
322.000000; 6924044.131298; 22592.855666
323.000000; 6946636.986965; 22536.712892
324.000000; 6969173.699857; 22524.583446
325.000000; 6991698.283303; 22400.215840
326.000000; 7014098.499142; 22313.272664
327.000000; 7036411.771806; 22262.997979
328.000000; 7058674.769786; 22374.036642
329.000000; 7081048.806428; 22300.667780
330.000000; 7103349.474208; 22229.260815
331.000000; 7125578.735022; 22249.382043
332.000000; 7147828.117065; 22115.053602
333.000000; 7169943.170668; 21965.568875
334.000000; 7191908.739543; 21787.045105
335.000000; 7213695.784649; 21700.701787
336.000000; 7235396.486436; 21615.518485
337.000000; 7257012.004920; 21701.952309
338.000000; 7278713.957229; 21829.326373
339.000000; 7300543.283602; 21803.202908
340.000000; 7322346.486510; 21830.452988
341.000000; 7344176.939498; 21754.097261
342.000000; 7365931.036758; 21834.114074
343.000000; 7387765.150833; 21857.765276
344.000000; 7409622.916108; 21929.433923
345.000000; 7431552.350031; 21857.842751
346.000000; 7453410.192782; 21711.188794
347.000000; 7475121.381576; 21653.418582
348.000000; 7496774.800159; 21596.758769
349.000000; 7518371.558927; 21632.572909
350.000000; 7540004.131836; 21550.368233
351.000000; 7561554.500069; 21570.063660
352.000000; 7583124.563729; 21662.148749
353.000000; 7604786.712479; 21744.830643
354.000000; 7626531.543122; 21743.149528
355.000000; 7648274.692650; 21776.147714
356.000000; 7670050.840364; 21904.639208
357.000000; 7691955.479572; 22008.897163
358.000000; 7713964.376735; 21990.488470
359.000000; 7735954.865205; 21962.598099
360.000000; 7757917.463305; 22024.335096
361.000000; 7779941.798401; 21882.448190
362.000000; 7801824.246591; 21867.313211
363.000000; 7823691.559802; 21962.663911
364.000000; 7845654.223713; 21909.215444
365.000000; 7867563.439157; 21933.406460
366.000000; 7889496.845617; 22089.582733
367.000000; 7911586.428350; 22137.582827
368.000000; 7933724.011177; 22282.529354
369.000000; 7956006.540531; 22250.572692
370.000000; 7978257.113223; 22165.778400
371.000000; 8000422.891623; 22117.512747
372.000000; 8022540.404369; 21906.553305
373.000000; 8044446.957674; 21837.216088
374.000000; 8066284.173762; 21947.753087
375.000000; 8088231.926850; 22024.449054
376.000000; 8110256.375904; 22068.620263
377.000000; 8132324.996167; 22084.576897
378.000000; 8154409.573064; 22072.650656
379.000000; 8176482.223721; 22056.013476
380.000000; 8198538.237197; 22082.713225
381.000000; 8220620.950422; 22098.248456
382.000000; 8242719.198878; 22170.531469
383.000000; 8264889.730346; 22263.660499
384.000000; 8287153.390845; 22228.453280
385.000000; 8309381.844126; 22224.904809
386.000000; 8331606.748935; 22255.053306
387.000000; 8353861.802242; 22220.021148
388.000000; 8376081.823390; 22163.048014
389.000000; 8398244.871404; 22293.030604
390.000000; 8420537.902008; 22177.599576
391.000000; 8442715.501584; 22297.693965
392.000000; 8465013.195549; 22209.646846
393.000000; 8487222.842395; 22176.714963
394.000000; 8509399.557358; 22152.810862
395.000000; 8531552.368220; 22048.404392
396.000000; 8553600.772612; 21966.545952
397.000000; 8575567.318563; 21862.559605
398.000000; 8597429.878168; 21785.269297
399.000000; 8619215.147465; 21748.571603
400.000000; 8640963.719067; 21562.353707
401.000000; 8662526.072774; 21552.734884
402.000000; 8684078.807658; 21453.202646
403.000000; 8705532.010304; 21547.377421
404.000000; 8727079.387724; 21472.640087
405.000000; 8748552.027811; 21284.596129
406.000000; 8769836.623940; 21109.422356
407.000000; 8790946.046296; 0.000000
