 Species, D_0 / 10^-12 m^2/s,        delta_D, K / 10^-12 m^2/s,        delta_K,             r2,   t_start / ps,     t_end / ps,    n_data, D_z / 10^-12 m^2/s,      delta_D_z, eta / 10^-3 Pa s,      delta_eta
       1,        5417.657463,       0.000107,         0.000000,       0.000000,       0.999909,       5.000000,     407.000000,       403,        4044.191494,       0.000214,         0.290449,       0.000000
