 D_0 / 10^-12 m^2/s,        delta_D, K / 10^-12 m^2/s,        delta_K,             r2,   t_start / ps,     t_end / ps,    n_data
          20.931123,       0.003736,        14.325316,       8.721187,       0.999971,     918.814371,    9016.992016,       900
