Molecule,D / 10^-12 m^2/s,D_stderr / 10^-12 m^2/s,K / 10^-12 m^2/s,K_stddev / 10^-12 m^2/s,R^2,Fit start / ps,Npoints_fit,Npoints_data
1,192.81331504586328,0.028903669233648163,75.57119314503635,0.0,0.9999790120667322,639.070506,936,1007
