 D_0 / 10^-12 m^2/s,        delta_D, K / 10^-12 m^2/s,        delta_K,             r2,   t_start / ps,     t_end / ps,    n_data
          35.175876,       0.003846,        18.045024,      10.985729,       0.999974,     459.000000,    9000.000000,       950
