time / ps;msd / pm^2;std / pm^2
5130.0;1115341.2282931998;22895.09751759424
5139.0;1117219.3874561999;22964.792886231407
5148.0;1119101.0881542;23052.844503727505
5157.0;1120981.810763;23136.5708574353
5166.0;1122875.0173576002;23194.79116228571
5175.0;1124772.5122311998;23255.676993943613
5184.0;1126662.8958692;23310.726925923344
5193.0;1128540.6775618;23370.457285777302
5202.0;1130435.317282;23426.683910186028
5211.0;1132338.6986738;23493.41357201116
5220.0;1134235.7099456;23567.586075032912
5229.0;1136115.5631869999;23644.431473749144
5238.0;1138000.6017362;23703.317143274657
5247.0;1139883.9231616003;23769.65828985264
5256.0;1141771.6317022;23835.461890054456
5265.0;1143648.3045892;23901.282989077463
5274.0;1145514.7501572003;23980.887891974446
5283.0;1147404.8592043999;24054.974196798827
5292.0;1149269.794624;24143.569993781613
5301.0;1151157.4683264003;24224.533175810306
5310.0;1153024.9551818;24302.089209634054
5319.0;1154901.14316;24356.654119688203
5328.0;1156781.58697;24429.543076843656
5337.0;1158684.4946883998;24491.1945879338
5346.0;1160584.0521874002;24567.421481400557
5355.0;1162456.3986332;24633.348277769182
5364.0;1164329.5103004;24690.8932971536
5373.0;1166229.261582;24774.528514061552
5382.0;1168105.9784942002;24843.416902452005
5391.0;1169992.7374379998;24914.52451780798
5400.0;1171877.9480844;24997.52146644141
5409.0;1173769.8965802;25060.19667410238
5418.0;1175669.243126;25132.46346518811
5427.0;1177558.4208393998;25205.660723783236
5436.0;1179454.1671132003;25265.10415543081
5445.0;1181337.9761256;25329.64044857224
5454.0;1183211.722351;25389.778951759483
5463.0;1185119.45227;25459.89165082417
5472.0;1187018.7468380001;25519.79786561917
5481.0;1188919.2702539999;25586.030124156605
5490.0;1190819.1308614002;25662.90906938446
5499.0;1192718.6629562;25732.895582704932
5508.0;1194623.2195326001;25803.594660533967
5517.0;1196527.1320934;25888.731428728293
5526.0;1198438.1861094001;25962.364019332173
5535.0;1200344.6641513999;26028.417197608313
5544.0;1202247.225936;26103.04488692645
5553.0;1204144.4581678002;26168.50502682047
5562.0;1206059.3826818;26252.318712798333
5571.0;1207963.4854582;26341.85069812129
5580.0;1209872.2237173999;26417.711204740855
5589.0;1211789.682099;26495.921404896028
5598.0;1213699.0889303996;26572.74498383317
5607.0;1215610.7937520002;26666.573476377413
5616.0;1217519.6098814;26738.776748936765
5625.0;1219421.338408;26808.949094066822
5634.0;1221327.9813690002;26894.128018576546
5643.0;1223237.2367617998;26972.30374888978
5652.0;1225141.8500915999;27054.729301956057
5661.0;1227064.7798802;27126.093698179546
5670.0;1228973.9375032;27192.682298887146
5679.0;1230878.3597498;27265.679711233
5688.0;1232792.9216602002;27340.114432623956
5697.0;1234701.1141816;27412.004622893797
5706.0;1236597.6982337998;27495.000251317168
5715.0;1238515.4755762;27572.231847568662
5724.0;1240423.3659206;27651.149542877803
5733.0;1242336.4536449998;27721.929386334406
5742.0;1244247.0174586;27804.51332767518
5751.0;1246152.4355946;27868.10924382427
5760.0;1248063.9521582;27945.429077446337
5769.0;1249975.4766486;28028.037568748932
5778.0;1251872.5262658;28122.832725868997
5787.0;1253779.515681;28206.002845895146
5796.0;1255683.919988;28275.429621665073
5805.0;1257593.0704138;28365.704225599166
5814.0;1259500.281817;28460.735413580973
5823.0;1261399.5043803998;28533.06459178574
5832.0;1263314.9046613998;28612.294479678123
5841.0;1265217.3039298;28695.190260616757
5850.0;1267089.32241;28757.06004125335
5859.0;1268982.9303414;28851.3354609631
5868.0;1270868.777367;28945.259539149993
5877.0;1272747.7178812;29032.24454616242
5886.0;1274626.0053298;29118.27022875748
5895.0;1276515.0742861999;29208.939712732594
5904.0;1278398.2856102001;29299.494642284804
5913.0;1280278.5022123998;29373.441349522316
5922.0;1282155.3853438;29462.322926994955
5931.0;1284045.5387734;29539.98987682313
5940.0;1285949.5151122;29623.231732101245
5949.0;1287841.5795254;29711.920634445774
5958.0;1289736.7067476;29786.405492747934
5967.0;1291641.0432646;29865.375536675492
5976.0;1293541.0356477997;29943.300008624814
5985.0;1295452.1388674001;30035.791214317367
5994.0;1297339.9450189997;30116.74576577451
6003.0;1299229.1490344;30206.56802140214
6012.0;1301126.5404404001;30286.06439677787
6021.0;1303016.3952024002;30370.92089291055
6030.0;1304902.415496;30470.403315266052
6039.0;1306795.3511923999;30545.368107704635
6048.0;1308680.8205768;30632.48366704048
6057.0;1310570.4150488;30730.71400131699
6066.0;1312452.0218667998;30809.836010829113
6075.0;1314340.7066149998;30894.559274504183
6084.0;1316234.63036;30969.35893183502
6093.0;1318098.2909149998;31059.290280687237
6102.0;1319976.9566280001;31156.114236036017
6111.0;1321867.6291664;31244.475703399636
6120.0;1323760.1955938;31328.678749543193
6129.0;1325642.1163502;31411.927688377255
6138.0;1327539.062563;31515.42635676047
6147.0;1329420.2942474;31585.16553116519
6156.0;1331304.7537976;31654.92936148338
6165.0;1333189.5825394;31729.661130657936
6174.0;1335085.9987938;31814.039431681544
6183.0;1336981.4506191998;31902.607370635385
6192.0;1338869.4698230003;31986.29505710328
6201.0;1340762.7373532;32059.873396181683
6210.0;1342654.6085758;32138.933581469737
6219.0;1344550.90651;32236.269586005405
6228.0;1346430.1229522;32344.4484753986
6237.0;1348343.6855404;32453.1938272555
6246.0;1350231.9429862;32571.19305362337
6255.0;1352120.5802182;32672.368069062795
6264.0;1354039.5966224;32774.152401598665
6273.0;1355940.8903002;32856.46241483495
6282.0;1357837.2687786;32963.96762828903
6291.0;1359732.3747258;33062.985376582634
6300.0;1361633.5709982;33164.72204239017
6309.0;1363532.3170036;33276.590972207574
6318.0;1365428.5942426;33356.31413473407
6327.0;1367318.066349;33441.92846697976
6336.0;1369210.2308044;33547.433869613895
6345.0;1371114.1631329998;33654.071877157745
6354.0;1373018.3667928;33754.44456172417
6363.0;1374905.2271368;33845.92144736351
