Molecule,D / 10^-12 m^2/s,D_stderr / 10^-12 m^2/s,K / 10^-12 m^2/s,K_stddev / 10^-12 m^2/s,R^2,Fit start / ps,Npoints_fit,Npoints_data
1,21.205937450569603,0.007860191578576285,15.066158001419183,0.0,0.9999534273683988,5954.277445,341,1002
