 Species, D_0 / 10^-12 m^2/s,        delta_D, K / 10^-12 m^2/s,        delta_K,             r2,   t_start / ps,     t_end / ps,    n_data
       1,          37.250132,       0.021175,         0.000000,       0.000000,       0.990023,      18.000000,    9000.000000,       999
